var 0 2
var 1 2
var 2 2
var 3 2
var 4 2
var 5 2
var 6 2
var 7 2
var 8 2
var 9 2
var 10 2
var 11 2
var 12 2
var 13 2
var 14 2
var 15 2
var 16 15
0 1 1 0 0 1 0 0 0 1 1 1 1 1 0 1 0
0 1 1 0 1 0 1 1 0 0 0 1 1 1 1 0 0
0 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 0
0 0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 0
1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 1 0
0 1 0 1 0 1 0 0 1 1 0 1 1 0 1 1 0
1 0 1 0 1 0 0 0 0 1 1 1 1 0 1 1 0
0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0
0 0 1 1 1 0 1 1 1 0 1 1 1 0 0 0 0
0 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0
0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0
1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0
1 0 1 0 1 0 0 0 1 0 1 1 1 0 1 1 0
1 1 0 1 0 1 0 1 1 1 0 1 1 0 0 1 1
0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1
0 0 1 1 0 0 1 1 0 1 1 0 0 1 1 1 0
0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1
1 1 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0
0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1
1 1 1 0 1 0 1 1 0 0 0 1 1 1 1 0 1
0 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1
1 0 0 1 0 1 0 1 1 0 0 1 1 1 0 1 0
0 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 1
1 1 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1
0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1
1 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1
0 1 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1
1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 1
1 0 1 1 1 0 0 0 1 0 1 1 1 0 1 1 1
0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 2
1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 2
0 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 2
0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1
1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 2
0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 2
1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0 2
1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 1 2
0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 2
1 1 1 0 0 1 1 1 0 0 1 1 1 0 1 1 2
0 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1
0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 2
0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 2
1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 2
1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 2
0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 2
0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 3
1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 3
1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 3
0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 3
0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 3
0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 3
0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 3
0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 3
1 0 1 1 1 1 1 0 0 1 0 1 1 0 1 1 2
0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 3
0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 3
0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 3
0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 3
0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 3
0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 3
1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 4
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 4
1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 4
1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 4
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4
1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 4
1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 2
1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 4
1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 4
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4
1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 4
1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 4
1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 4
1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 4
0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 5
0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 5
0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 5
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5
1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 0 1
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 4
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 5
0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 5
0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 5
0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 5
0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 5
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 5
0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0 6
0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 3
0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 6
0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 5
0 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 6
